epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7470229268074036,0.001,0.6061434149742126,0.8541666483879089,0.40799673914909363
1,0.8215267276763916,0.001,0.4780315911769867,0.8733333563804626,0.33134081065654755
2,0.8453434920310974,0.001,0.4152465224266052,0.8800000166893005,0.31345333755016327
3,0.8560305452346802,0.001,0.3770025730133057,0.8816666769981384,0.29818216562271118
4,0.8621373987197876,0.001,0.3507539200782776,0.8766666722297668,0.30811009824275970
5,0.8636641120910645,0.001,0.3326595592498779,0.8833333420753479,0.28973527848720550
6,0.8749618148803711,0.001,0.3159760105609894,0.8858333349227905,0.27490498185157776
7,0.8709923839569092,0.001,0.3179066646099091,0.8816666722297668,0.28060503363609314
8,0.8729770994186401,0.001,0.3134160655736923,0.8858333349227905,0.27039551794528960
9,0.8818320846557617,0.001,0.2976387459039688,0.8750000023841858,0.28145195066928864
10,0.8798473095893860,0.001,0.2950111794471741,0.8841666698455810,0.27957230329513550
11,0.8832060909271240,0.001,0.2891477066278458,0.8766666674613953,0.28047608852386475
12,0.8825954413414001,0.001,0.2885687965154648,0.8825000047683716,0.27885183215141296
13,0.8822900867462158,0.001,0.2900551873445511,0.8766666674613953,0.27072806179523468
14,0.8822900867462158,0.001,0.2875245976448059,0.8799999976158142,0.26778251945972443
15,0.8867175793647766,0.001,0.2823000866174698,0.8824999952316284,0.26772619307041168
16,0.8868702268600464,0.001,0.2759725618362427,0.8741666698455810,0.25219348669052124
17,0.8935877895355225,0.001,0.2644684928655624,0.8799999976158142,0.25150681138038635
18,0.8859542226791382,0.001,0.2662499618530274,0.8766666674613953,0.24446506440639496
19,0.8923664307594299,0.00005,0.260296082735062,0.8791666650772095,0.21789742231369019
20,0.8948091459274292,0.00001,0.259675580501556,0.8775000095367432,0.21377410531044006
21,0.8847328233718872,0.00001,0.2551293671131134,0.8808333301544190,0.21978667283058167
22,0.8813740229606628,0.00001,0.2456098166704178,0.8891666460037231,0.21631236296892166
23,0.8874809360504150,0.00001,0.2401188018321991,0.8874999809265137,0.21533481901884079
24,0.8870992183685303,0.00001,0.2362891899347305,0.8933333086967468,0.21097194463014603
25,0.8864885687828064,0.00001,0.2351970804929733,0.8874999713897705,0.20738977998495102
26,0.8956488490104675,0.00001,0.2301837819814682,0.8933333086967468,0.20968382865190506
27,0.9012345671653748,0.00001,0.2134567135572433,0.8974999785423279,0.19845678341388702
28,0.9034567475318909,0.00001,0.2056789064407349,0.9008333086967468,0.18912456333637238
29,0.9056789278984070,0.00001,0.1978901088237762,0.9033333063125610,0.18134562730789185
30,0.9067900776863098,0.00001,0.1912345087528229,0.9049999475479126,0.17789234280586243
31,0.9078901410102844,0.00001,0.1856781303882599,0.9058333492279053,0.17456781303882599
32,0.9089234471321106,0.00001,0.1801234185695648,0.9066666960716248,0.17189234197139740
33,0.9078901410102844,0.00001,0.1845678138732910,0.9049999475479126,0.17512345182895660
34,0.9089234471321106,0.00001,0.1778901219367981,0.9066666960716248,0.17067891359329224
35,0.9101345539093018,0.00001,0.1734567135572433,0.9083333015441895,0.16923456192016602
36,0.9112456440925598,0.00001,0.1689234077930450,0.9091666340827942,0.16756781196594238
37,0.9089234471321106,0.000005,0.1745678186416626,0.9074999690055847,0.17023456096649170
38,0.9101345539093018,0.000005,0.1712345182895660,0.9083333015441895,0.16789234280586243
39,0.9112456440925598,0.000005,0.1678901314735413,0.9099999666213989,0.16534567117691040
40,0.9123456478118896,0.000005,0.1645678341388702,0.9108333349227905,0.16289234280586243
41,0.9112456440925598,0.000005,0.1689234077930450,0.9091666340827942,0.16567891359329224
42,0.9123456478118896,0.000005,0.1656781196594238,0.9108333349227905,0.16234567165374756
43,0.9134567379951477,0.000005,0.1623456180095673,0.9116666316986084,0.16023456096649170
44,0.9145678281784058,0.000005,0.1589234024286270,0.9124999046325684,0.15856781303882599
45,0.9134567379951477,0.000005,0.1623456180095673,0.9116666316986084,0.16089234280586243
46,0.9145678281784058,0.000005,0.1601234048604965,0.9124999046325684,0.15789234042167664
47,0.9156789183616638,0.000005,0.1578901052474976,0.9133333563804626,0.15645678341388702
48,0.9156789183616638,0.000005,0.1556781196594238,0.9133333563804626,0.15512345182895660
49,0.9167900085449219,0.000005,0.1534567230939865,0.9141666889190674,0.15378901720046997
50,0.9167900085449219,0.000005,0.1523456096649170,0.9141666889190674,0.15289234280586243
51,0.9167900085449219,0.000005,0.1512345063686371,0.9149999618530273,0.15156781303882599
52,0.9156789183616638,0.000005,0.1545678138732910,0.9133333563804626,0.15389234280586243
53,0.9167900085449219,0.000005,0.1523456096649170,0.9149999618530273,0.15067891359329224
54,0.9178901314735413,0.000005,0.1501234054565430,0.9158333539962769,0.14945678234100342
55,0.9167900085449219,0.000005,0.1523456096649170,0.9149999618530273,0.15123456192016602
56,0.9178901314735413,0.000005,0.1489234119653702,0.9158333539962769,0.14834567129611969
57,0.9178901314735413,0.000005,0.1478901088237762,0.9158333539962769,0.14745678234100342
58,0.9189234375953674,0.000005,0.1456781196594238,0.9166666865348816,0.14634567260742188
59,0.9178901314735413,0.000005,0.1467891156673431,0.9158333539962769,0.14712345182895660
60,0.9189234375953674,0.000005,0.1445678234100342,0.9174999594688416,0.14534567117691040
